....................
KOD,SIMPLE_NAM
0302560000,"ПУТАССУ (MICROMESISTIUS POUTASSOU, MICROMESISTIUS AUSTRALIS), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
030259,"ПРОЧАЯ РЫБА СЕМЕЙСТВ BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE И MURAENOLEPIDIDAE СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03025910,"РЫБА ВИДА BOREOGADUS SAIDA, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302591000,"РЫБА ВИДА BOREOGADUS SAIDA, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03025920,"МЕРЛАНГ (MERLANGIUS MERLANGUS), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
0302592000,"МЕРЛАНГ (MERLANGIUS MERLANGUS), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
03025930,"САЙДА СЕРЕБРИСТАЯ (POLLACHIUS POLLACHIUS), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302593000,"САЙДА СЕРЕБРИСТАЯ (POLLACHIUS POLLACHIUS), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03025940,"МОЛЬВА (MOLVA SPP.), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302594000,"МОЛЬВА (MOLVA SPP.), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03025990,"ПРОЧАЯ РЫБА СЕМЕЙСТВ BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE И MURAENOLEPIDIDAE, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302599000,"ПРОЧАЯ РЫБА СЕМЕЙСТВ BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE И MURAENOLEPIDIDAE, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
030271,"ТИЛАПИЯ (OREOCHROMIS SPP.), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03027100,"ТИЛАПИЯ (OREOCHROMIS SPP.), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302710000,"ТИЛАПИЯ (OREOCHROMIS SPP.), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
030272,"СОМ (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
03027200,"СОМ (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
0302720000,"СОМ (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
030273,"КАРП (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
03027300,"КАРП (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
0302730000,"КАРП (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
030274,"УГОРЬ (ANGUILLA SPP.), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
03027400,"УГОРЬ (ANGUILLA SPP.), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
0302740000,"УГОРЬ (ANGUILLA SPP.), СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ"
030279,"ПРОЧАЯ ТИЛАПИЯ, СОМ, КАРП, УГОРЬ, ЛАТЕС НИЛЬСКИЙ (LATES NILOTICUS) И ЗМЕЕГОЛОВ (CHANNA SPP.), ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03027900,"ПРОЧАЯ ТИЛАПИЯ, СОМ, КАРП, УГОРЬ, ЛАТЕС НИЛЬСКИЙ (LATES NILOTICUS) И ЗМЕЕГОЛОВ (CHANNA SPP.), ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302790000,"ПРОЧАЯ ТИЛАПИЯ, СОМ, КАРП, УГОРЬ, ЛАТЕС НИЛЬСКИЙ (LATES NILOTICUS) И ЗМЕЕГОЛОВ (CHANNA SPP.), ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
030281,АКУЛЫ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
03028120,"АКУЛА ВИДА SQUALUS ACANTHIAS, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302812000,"АКУЛА ВИДА SQUALUS ACANTHIAS, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03028150,"АКУЛА ВИДА SCYLIORHINUS SPP., СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302815000,"АКУЛА ВИДА SCYLIORHINUS SPP., СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03028160,АКУЛА СЕЛЬДЕВАЯ (LAMNA NASUS)
0302816000,АКУЛА СЕЛЬДЕВАЯ (LAMNA NASUS)
03028190,ПРОЧИЕ АКУЛЫ
0302819000,ПРОЧИЕ АКУЛЫ
030282,"СКАТОВЫЕ, ИЛИ РОМБОВЫЕ СКАТЫ (RAJIDAE)"
03028200,"СКАТОВЫЕ, ИЛИ РОМБОВЫЕ СКАТЫ (RAJIDAE)"
0302820000,"СКАТОВЫЕ, ИЛИ РОМБОВЫЕ СКАТЫ (RAJIDAE)"
030283,КЛЫКАЧ (DISSOSTICHUS SPP.)
03028300,КЛЫКАЧ (DISSOSTICHUS SPP.)
0302830000,КЛЫКАЧ (DISSOSTICHUS SPP.)
030284,ЛАВРАК (DICENTRARCHUS SPP.) СВЕЖИЙ ИЛИ ОХЛАЖДЕННЫЙ
03028410,МОРСКОЙ ВОЛК (DICENTRARCHUS LABRAX)
0302841000,МОРСКОЙ ВОЛК (DICENTRARCHUS LABRAX)
03028490,ПРОЧИЙ ЛАВРАК (DICENTRARCHUS SPP.)
0302849000,ПРОЧИЙ ЛАВРАК (DICENTRARCHUS SPP.)
030285,"СПАРОВЫЕ, ИЛИ МОРСКИЕ КАРАСИ (SPARIDAE) СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
03028510,"СПАРОВЫЕ, ИЛИ МОРСКИЕ КАРАСИ (SPARIDAE): ВИДОВ DENTEX DENTEX И PAGELLUS SPP."
0302851000,"СПАРОВЫЕ, ИЛИ МОРСКИЕ КАРАСИ (SPARIDAE): ВИДОВ DENTEX DENTEX И PAGELLUS SPP."
03028530,"АУРАТА (SPARUS AURATA), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
0302853000,"АУРАТА (SPARUS AURATA), СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ"
03028590,"ПРОЧИЕ СПАРОВЫЕ, ИЛИ МОРСКИЕ КАРАСИ (SPARIDAE)"
0302859000,"ПРОЧИЕ СПАРОВЫЕ, ИЛИ МОРСКИЕ КАРАСИ (SPARIDAE)"
030289,ПРОЧАЯ РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ
03028910,"РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304: ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА"
0302891010,"ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА: ОСЕТРОВЫЕ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604: НЕРАЗДЕЛАННЫЕ"
0302891020,"ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА: ОСЕТРОВЫЕ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604: БЕЗ ЖАБР И ВНУТРЕННОСТЕЙ"
0302891030,"ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА: ОСЕТРОВЫЕ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604: ПРОЧЕЙ РАЗДЕЛКИ"
0302891080,ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА: ОСЕТРОВЫЕ ПРОЧИЕ
0302891090,ПРОЧАЯ ПРЕСНОВОДНАЯ РЫБА
03028921,"ПРОЧАЯ РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0302 33: ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
0302892100,"ПРОЧАЯ РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0302 33: ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
03028929,"ПРОЧАЯ РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0302 33"
0302892900,"ПРОЧАЯ РЫБА РОДА EUTHYNNUS, КРОМЕ СКИПДЖЕКА, ИЛИ ТУНЦА ПОЛОСАТОГО (EUTHYNNUS (KATSUWONUS) PELAMIS), СУБПОЗИЦИИ 0302 33"
03028931,ОКУНЬ МОРСКОЙ (SEBASTES SPP.) ВИДА SEBASTES MARINUS
0302893100,ОКУНЬ МОРСКОЙ (SEBASTES SPP.) ВИДА SEBASTES MARINUS
03028939,ПРОЧИЙ ОКУНЬ МОРСКОЙ (SEBASTES SPP.)
0302893900,ПРОЧИЙ ОКУНЬ МОРСКОЙ (SEBASTES SPP.)
03028940,"ЛЕЩ МОРСКОЙ ОБЫКНОВЕННЫЙ (BRAMA SPP.), ПРЕСНОВОДНЫЙ"
0302894000,"ЛЕЩ МОРСКОЙ ОБЫКНОВЕННЫЙ (BRAMA SPP.), ПРЕСНОВОДНЫЙ"
03028950,"УДИЛЬЩИК (LOPHIUS SPP.), ПРЕСНОВОДНЫЙ"
0302895000,"УДИЛЬЩИК (LOPHIUS SPP.), ПРЕСНОВОДНЫЙ"
03028960,"КОНГРИО ЧЕРНЫЙ (GENYPTERUS BLACODES), ПРЕСНОВОДНЫЙ"
0302896000,"КОНГРИО ЧЕРНЫЙ (GENYPTERUS BLACODES), ПРЕСНОВОДНЫЙ"
03028990,"ПРОЧАЯ РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
0302899001,МОЙВА (MALLOTUS VILLOSUS)
0302899009,"РЫБА ПРОЧАЯ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК; ПРОЧАЯ"
030290,"ПЕЧЕНЬ, ИКРА И МОЛОКИ СВЕЖЕЙ ИЛИ ОХЛАЖДЕННОЙ РЫБЫ"
03029000,"ПЕЧЕНЬ, ИКРА И МОЛОКИ СВЕЖЕЙ ИЛИ ОХЛАЖДЕННОЙ РЫБЫ"
0302900000,"ПЕЧЕНЬ, ИКРА И МОЛОКИ СВЕЖЕЙ ИЛИ ОХЛАЖДЕННОЙ РЫБЫ"
0303,"РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
030311,"КРАСНАЯ ИЛИ НЕРКА (ONCORHYNCHUS NERKA), МОРОЖЕНАЯ"
03031100,"КРАСНАЯ ИЛИ НЕРКА (ONCORHYNCHUS NERKA), МОРОЖЕНАЯ"
0303110000,"КРАСНАЯ ИЛИ НЕРКА (ONCORHYNCHUS NERKA), МОРОЖЕНАЯ"
030312,"ЛОСОСЬ ТИХООКЕАНСКИЙ ПРОЧИЙ (ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU И ONCORHYNCHUS RHODURUS), МОРОЖЕННЫЙ"
03031200,"ЛОСОСЬ ТИХООКЕАНСКИЙ ПРОЧИЙ (ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU И ONCORHYNCHUS RHODURUS), МОРОЖЕННЫЙ"
0303120000,"ЛОСОСЬ ТИХООКЕАНСКИЙ ПРОЧИЙ (ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU И ONCORHYNCHUS RHODURUS), МОРОЖЕННЫЙ"
030313,"ЛОСОСЬ АТЛАНТИЧЕСКИЙ (SALMO SALAR) И ЛОСОСЬ ДУНАЙСКИЙ (HUCHO HUCHO), МОРОЖЕНЫЙ"
03031300,"ЛОСОСЬ АТЛАНТИЧЕСКИЙ (SALMO SALAR) И ЛОСОСЬ ДУНАЙСКИЙ (HUCHO HUCHO), МОРОЖЕНЫЙ"
0303130000,"ЛОСОСЬ АТЛАНТИЧЕСКИЙ (SALMO SALAR) И ЛОСОСЬ ДУНАЙСКИЙ (HUCHO HUCHO), МОРОЖЕНЫЙ"
030314,"ФОРЕЛЬ (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE И ONCORHYNCHUS CHRYSOGASTER) МОРОЖЕНАЯ"
03031410,"ФОРЕЛЬ ВИДА ONCORHYNCHUS APACHE ИЛИ ONCORHYNCHUS, МОРОЖЕНАЯ"
0303141000,"ФОРЕЛЬ ВИДА ONCORHYNCHUS APACHE ИЛИ ONCORHYNCHUS, МОРОЖЕНАЯ"
03031420,"ФОРЕЛЬ ВИДА ONCORHYNCHUS MYKISS, С ГОЛОВОЙ И ЖАБРАМИ, БЕЗ ВНУТРЕННОСТЕЙ, МАССОЙ БОЛЕЕ 1,2 КГ КАЖДАЯ ИЛИ БЕЗ ГОЛОВЫ, ЖАБР И ВНУТРЕННОСТЕЙ, МАССОЙ БОЛЕЕ 1 КГ КАЖДАЯ, МОРОЖЕНАЯ"
0303142000,"ФОРЕЛЬ ВИДА ONCORHYNCHUS MYKISS, С ГОЛОВОЙ И ЖАБРАМИ, БЕЗ ВНУТРЕННОСТЕЙ, МАССОЙ БОЛЕЕ 1,2 КГ КАЖДАЯ ИЛИ БЕЗ ГОЛОВЫ, ЖАБР И ВНУТРЕННОСТЕЙ, МАССОЙ БОЛЕЕ 1 КГ КАЖДАЯ, МОРОЖЕНАЯ"
03031490,"ПРОЧАЯ ФОРЕЛЬ (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE И ONCORHYNCHUS CHRYSOGASTER), МОРОЖЕНАЯ"
0303149000,"ПРОЧАЯ ФОРЕЛЬ (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE И ONCORHYNCHUS CHRYSOGASTER), МОРОЖЕНАЯ"
030319,"ПРОЧИЕ ЛОСОСЕВЫЕ, МОРОЖЕНЫЕ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
03031900,"ПРОЧИЕ ЛОСОСЕВЫЕ, МОРОЖЕНЫЕ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
0303190000,"ПРОЧИЕ ЛОСОСЕВЫЕ, МОРОЖЕНЫЕ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
030323,"ТИЛАПИЯ (OREOCHROMIS SPP.), МОРОЖЕНАЯ"
03032300,"ТИЛАПИЯ (OREOCHROMIS SPP.), МОРОЖЕНАЯ"
0303230000,"ТИЛАПИЯ (OREOCHROMIS SPP.), МОРОЖЕНАЯ"
030324,"СОМ (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), МОРОЖЕНЫЙ"
03032400,"СОМ (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), МОРОЖЕНЫЙ"
0303240000,"СОМ (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), МОРОЖЕНЫЙ"
030325,"КАРП (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), МОРОЖЕНЫЙ"
03032500,"КАРП (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), МОРОЖЕНЫЙ"
0303250000,"КАРП (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), МОРОЖЕНЫЙ"
030326,"УГОРЬ (ANGUILLA SPP.), МОРОЖЕНЫЙ"
03032600,"УГОРЬ (ANGUILLA SPP.), МОРОЖЕНЫЙ"
0303260000,"УГОРЬ (ANGUILLA SPP.), МОРОЖЕНЫЙ"
030329,"РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
03032900,"РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
0303290000,"РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304"
030331,"ПАЛТУС (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS,  HIPPOGLOSSUS STENOLEPIS) МОРОЖЕНЫЙ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
03033110,"ПАЛТУС ЧЕРНЫЙ (СИНЕКОРЫЙ) (REINHARDTIUS HIPPOGLOSSOIDES), МОРОЖЕНЫЙ"
0303311000,"ПАЛТУС ЧЕРНЫЙ (СИНЕКОРЫЙ) (REINHARDTIUS HIPPOGLOSSOIDES), МОРОЖЕНЫЙ"
03033130,"ПАЛТУС БЕЛОКОРЫЙ, ИЛИ ОБЫКНОВЕННЫЙ (HIPPOGLOSSUS HIPPOGLOSSUS),МОРОЖЕНЫЙ"
0303313000,"ПАЛТУС БЕЛОКОРЫЙ, ИЛИ ОБЫКНОВЕННЫЙ (HIPPOGLOSSUS HIPPOGLOSSUS),МОРОЖЕНЫЙ"
03033190,"ПАЛТУС ТИХООКЕАНСКИЙ (HIPPOGLOSSUS STENOLEPIS), МОРОЖЕНЫЙ"
0303319000,"ПАЛТУС ТИХООКЕАНСКИЙ (HIPPOGLOSSUS STENOLEPIS), МОРОЖЕНЫЙ"
030332,"КАМБАЛА МОРСКАЯ (PLEURONECTES PLATESSA), МОРОЖЕНАЯ"
03033200,"КАМБАЛА МОРСКАЯ (PLEURONECTES PLATESSA), МОРОЖЕНАЯ"
0303320000,"КАМБАЛА МОРСКАЯ (PLEURONECTES PLATESSA), МОРОЖЕНАЯ"
030333,"МОРСКОЙ ЯЗЫК (SOLEA SPP.), МОРОЖЕНЫЙ"
03033300,"МОРСКОЙ ЯЗЫК (SOLEA SPP.), МОРОЖЕНЫЙ"
0303330000,"МОРСКОЙ ЯЗЫК (SOLEA SPP.), МОРОЖЕНЫЙ"
030334,"ТЮРБО (PSETTA MAXIMA), МОРОЖЕНАЯ"
03033400,"ТЮРБО (PSETTA MAXIMA), МОРОЖЕНАЯ"
0303340000,"ТЮРБО (PSETTA MAXIMA), МОРОЖЕНАЯ"
030339,"ПРОЧИЕ КАМБАЛООБРАЗНЫЕ МОРОЖЕНЫЕ, ЗА ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
03033910,КАМБАЛА PLATICHTHYS FLESUS МОРОЖЕНАЯ
0303391000,КАМБАЛА PLATICHTHYS FLESUS МОРОЖЕНАЯ
03033930,"РЫБА РОДА RHOMBOSOLEA, МОРОЖЕНАЯ"
0303393000,"РЫБА РОДА RHOMBOSOLEA, МОРОЖЕНАЯ"
03033950,"РЫБА ВИДА PELOTREIS FLAVILATUS ИЛИ PELTORHAMPHUS NOVAEZEALANDIAE, МОРОЖЕНАЯ"
0303395000,"РЫБА ВИДА PELOTREIS FLAVILATUS ИЛИ PELTORHAMPHUS NOVAEZEALANDIAE, МОРОЖЕНАЯ"
03033985,"ПРОЧИЕ КАМБАЛООБРАЗНЫЕ (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE И CITHARIDAE), МОРОЖЕНЫЕ"
0303398500,"ПРОЧИЕ КАМБАЛООБРАЗНЫЕ (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE И CITHARIDAE), МОРОЖЕНЫЕ"
030341,"ТУНЕЦ ДЛИННОПЕРЫЙ, ИЛИ АЛЬБАКОР (THUNNUS ALALUNDA) МОРОЖЕНЫE, ЗА  ИСКЛЮЧЕНИЕМ ПЕЧЕНИ, ИКРЫ И МОЛОК"
03034110,"ТУНЕЦ ДЛИННОПЕРЫЙ, ИЛИ АЛЬБАКОР (THUNNUS ALALUNGA), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
0303411000,"ТУНЕЦ ДЛИННОПЕРЫЙ, ИЛИ АЛЬБАКОР (THUNNUS ALALUNGA), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
03034190,"ПРОЧИЙ ТУНЕЦ РОДА (TRUNNUS), СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ (EUTHYNNUS (KATSUWONUS) PELAMIS), МОРОЖЕНЫЙ"
0303419000,"ПРОЧИЙ ТУНЕЦ РОДА (TRUNNUS), СКИПДЖЕК, ИЛИ ТУНЕЦ ПОЛОСАТЫЙ (EUTHYNNUS (KATSUWONUS) PELAMIS), МОРОЖЕНЫЙ"
030342,"ТУНЕЦ ЖЕЛТОПЕРЫЙ (THUNNUS ALBACARES), МОРОЖЕНЫЙ, ЗА ИСКЛЮЧЕНИЕМ  ПЕЧЕНИ, ИКРЫ И МОЛОК"
03034212,"ТУНЕЦ ЖЕЛТОПЕРЫЙ (TRUNNUS ALBACARES), МОРОЖЕНЫЙ, НЕРАЗДЕЛАННЫЙ, МАССОЙ БОЛЕЕ 10 КГ КАЖДЫЙ, ДЛЯ ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
0303421200,"ТУНЕЦ ЖЕЛТОПЕРЫЙ (TRUNNUS ALBACARES), МОРОЖЕНЫЙ, НЕРАЗДЕЛАННЫЙ, МАССОЙ БОЛЕЕ 10 КГ КАЖДЫЙ, ДЛЯ ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
03034218,"ПРОЧИЙ ТУНЕЦ, МОРОЖЕНЫЙ, НЕРАЗДЕЛАННЫЙ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВАПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
0303421800,"ПРОЧИЙ ТУНЕЦ, МОРОЖЕНЫЙ, НЕРАЗДЕЛАННЫЙ, ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВАПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604"
03034242,"ТУНЕЦ ЖЕЛТОПЕРЫЙ (THUNNUS ALBACARES), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МАССОЙ БОЛЕЕ 10 КГ КАЖДЫЙ, МОРОЖЕНЫЙ"
0303424200,"ТУНЕЦ ЖЕЛТОПЕРЫЙ (THUNNUS ALBACARES), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МАССОЙ БОЛЕЕ 10 КГ КАЖДЫЙ, МОРОЖЕНЫЙ"
03034248,"ПРОЧИЙ ТУНЕЦ ЖЕЛТОПЕРЫЙ (THUNNUS ALBACARES), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
0303424800,"ПРОЧИЙ ТУНЕЦ ЖЕЛТОПЕРЫЙ (THUNNUS ALBACARES), ДЛЯ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 1604, МОРОЖЕНЫЙ"
03034290,"ТУНЕЦ ЖЕЛТОПЕРЫЙ(THUNNUS ALBACARES), МОРОЖЕНЫЙ, ПРОЧИЙ"
